['弗拉基米尔', '沃里克', '薇恩', '古拉加斯', '索拉卡', '莫甘娜', '瑞兹', '千珏']:8 破败军团1黑夜使者1黎明使者1游侠1斗士1复苏者1秘术师2
['弗拉基米尔', '古拉加斯', '卡兹克', '辛德拉', '魔腾', '艾翁', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '辛德拉', '潘森', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '辛德拉', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '锤石', '魔腾', '艾翁', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1骑士1
['弗拉基米尔', '古拉加斯', '卡兹克', '艾希', '魔腾', '艾翁', '厄斐琉斯', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1游侠1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '拉克丝', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1秘术师1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '璐璐', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1秘术师1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '瑞兹', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1秘术师1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '艾翁', '沃利贝尔', '千珏']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1秘术师1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫甘娜', '魔腾', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '卡特琳娜', '魔腾', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客2斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '李青', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '李青', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '奈德丽', '卡尔玛', '艾翁', '沃利贝尔']:8 黎明使者2复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '潘森', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '锐雯', '亚索', '卡尔玛', '艾翁']:8 黑夜使者1黎明使者2复生亡魂1刺客1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '锐雯', '亚索', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '锐雯', '卡尔玛', '艾翁', '沃利贝尔']:8 黎明使者2复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '亚索', '莫德凯撒', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '亚索', '德莱文', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '亚索', '艾翁', '凯尔', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '亚索', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '卡尔玛', '艾翁', '厄斐琉斯', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '卡尔玛', '艾翁', '盖伦', '沃利贝尔']:8 黎明使者2复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '卡尔玛', '艾翁', '盖伦', '德莱厄斯']:8 黑夜使者1黎明使者2复生亡魂1刺客1复苏者1神谕者1骑士1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '卡尔玛', '艾翁', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '塔里克', '艾翁', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1骑士1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '黛安娜', '艾翁', '沃利贝尔', '佛耶戈']:8 黑夜使者1黎明使者1复生亡魂2刺客2斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '黛安娜', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '艾翁', '厄斐琉斯', '沃利贝尔', '千珏']:8 黑夜使者1黎明使者1复生亡魂2刺客1游侠1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '艾翁', '厄斐琉斯', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '艾翁', '盖伦', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1骑士1
['弗拉基米尔', '古拉加斯', '卡兹克', '魔腾', '艾翁', '沃利贝尔', '德莱厄斯', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '奈德丽', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者2复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '潘森', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '潘森', '黛安娜', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '锐雯', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者2复生亡魂1斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '锐雯', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁']:8 黑夜使者1屠龙勇士1黎明使者2刺客1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '锐雯', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者2复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '锐雯', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '亚索', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '卡尔玛', '黛安娜', '艾翁', '盖伦', '沃利贝尔']:8 黑夜使者1黎明使者2复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡兹克', '卡尔玛', '艾翁', '盖伦', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者2复生亡魂1斗士1复苏者1神谕者1骑士1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫德凯撒', '德莱文', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫德凯撒', '黛安娜', '艾翁', '凯尔', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡兹克', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '丽桑卓', '索拉卡', '魔腾', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者2
['弗拉基米尔', '古拉加斯', '丽桑卓', '魔腾', '锐雯', '莫德凯撒', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '丽桑卓', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '克烈', '瑟庄妮', '赫卡里姆', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂1斗士1复苏者1神谕者1重骑兵2
['弗拉基米尔', '古拉加斯', '克烈', '瑟庄妮', '魔腾', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2斗士1复苏者1神谕者1重骑兵1
['弗拉基米尔', '古拉加斯', '克烈', '瑟庄妮', '卡尔玛', '艾翁', '芮尔', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂1斗士1复苏者1神谕者1重骑兵2
['弗拉基米尔', '古拉加斯', '克烈', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '索拉卡', '魔腾', '莫德凯撒', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '魔腾', '锐雯', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '魔腾', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '魔腾', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '魔腾', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '亚托克斯', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '索拉卡', '魔腾', '莫德凯撒', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '魔腾', '锐雯', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '魔腾', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '魔腾', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '魔腾', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '卡莉斯塔', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '特朗德尔', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '瑟庄妮', '魔腾', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '莫甘娜', '魔腾', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '李青', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '锐雯', '亚索', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '卡尔玛', '艾翁', '厄斐琉斯', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '卡尔玛', '艾翁', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '魔腾', '艾翁', '盖伦', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1骑士1
['弗拉基米尔', '古拉加斯', '乐芙兰', '潘森', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '锐雯', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '乐芙兰', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '索拉卡', '特朗德尔', '魔腾', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '辛德拉', '魔腾', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '潘森', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '锐雯', '莫德凯撒', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '亚索', '莫德凯撒', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '莫德凯撒', '德莱文', '黛安娜', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '莫德凯撒', '黛安娜', '凯尔', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '黛安娜', '艾翁', '黑默丁格', '沃利贝尔']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者2
['弗拉基米尔', '古拉加斯', '索拉卡', '魔腾', '黛安娜', '艾翁', '沃利贝尔', '提莫']:8 黑夜使者1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '索拉卡', '锐雯', '亚索', '卡尔玛', '艾翁', '沃利贝尔']:8 黑夜使者1黎明使者2复生亡魂1斗士1征服者1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '索拉卡', '卡尔玛', '艾翁', '盖伦', '沃利贝尔', '德莱厄斯']:8 黑夜使者1黎明使者2复生亡魂1斗士1复苏者1神谕者1骑士1
['弗拉基米尔', '古拉加斯', '特朗德尔', '辛德拉', '魔腾', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '瑟提', '魔腾', '卡尔玛', '黛安娜', '艾翁']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '努努', '魔腾', '卡尔玛', '黛安娜', '艾翁']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '卡特琳娜', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂1刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '魔腾', '奈德丽', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '魔腾', '锐雯', '黛安娜', '艾翁', '沃利贝尔']:8 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1
['弗拉基米尔', '古拉加斯', '特朗德尔', '魔腾', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '魔腾', '潘森', '卡尔玛', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '古拉加斯', '魔腾', '锐雯', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['弗拉基米尔', '古拉加斯', '魔腾', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1复苏者1神谕者1
['弗拉基米尔', '魔腾', '锐雯', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1征服者1复苏者1神谕者1
['古拉加斯', '索拉卡', '魔腾', '亚索', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1征服者1复苏者1
['古拉加斯', '魔腾', '亚索', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1斗士1征服者1神谕者1
['索拉卡', '魔腾', '亚索', '卡尔玛', '莫德凯撒', '黛安娜', '艾翁', '沃利贝尔']:9 黑夜使者1屠龙勇士1黎明使者1复生亡魂2刺客1征服者1复苏者1神谕者1
